date and time,temperature,humidity,wind speed,cloud cover,amount of precipitation
09.03.2024 18:00,12.9,75,1,50%,8.0
09.03.2024 21:00,10.4,86,6,25%,
10.03.2024 00:00,23.7,85,8,100%,
10.03.2024 03:00,14.5,91,9,70 – 80%,
10.03.2024 06:00,15.4,58,17,100%,
10.03.2024 09:00,7.9,52,6,100%,3.0
10.03.2024 12:00,7.1,81,6,50%,14.0
10.03.2024 15:00,7.7,60,2,70 – 80%,5.0
10.03.2024 18:00,15.9,76,11,25%,0.8
10.03.2024 21:00,7.8,66,6,50%,
11.03.2024 00:00,14.9,94,16,25%,4.0
11.03.2024 03:00,32.8,91,0,0%,0.8
11.03.2024 06:00,20.7,68,4,100%,Trace of precipitation
11.03.2024 09:00,8.7,59,15,0%,8.0
11.03.2024 12:00,24.0,64,14,100%,Trace of precipitation
11.03.2024 15:00,7.9,45,1,50%,
11.03.2024 18:00,-8.4,75,8,25%,Trace of precipitation
11.03.2024 21:00,1.9,41,6,25%,0.3
12.03.2024 00:00,-6.7,61,3,50%,6.0
12.03.2024 03:00,8.5,71,19,70 – 80%,
12.03.2024 06:00,12.2,55,17,0%,
12.03.2024 09:00,28.8,57,3,0%,Trace of precipitation
12.03.2024 12:00,15.3,44,12,25%,
12.03.2024 15:00,9.8,93,0,25%,0.8
12.03.2024 18:00,20.3,75,2,25%,
12.03.2024 21:00,-10.1,69,15,50%,
13.03.2024 00:00,14.4,84,3,70 – 80%,
13.03.2024 03:00,19.7,58,15,0%,
13.03.2024 06:00,-2.8,62,18,100%,
13.03.2024 09:00,23.4,73,0,50%,
13.03.2024 12:00,15.4,52,4,0%,
13.03.2024 15:00,7.8,82,18,70 – 80%,
13.03.2024 18:00,18.3,93,10,50%,
13.03.2024 21:00,34.7,68,12,0%,
14.03.2024 00:00,13.8,75,19,50%,
14.03.2024 03:00,14.5,61,4,0%,Trace of precipitation
14.03.2024 06:00,7.4,91,3,0%,
14.03.2024 09:00,3.5,91,3,70 – 80%,
14.03.2024 12:00,20.3,86,3,100%,Trace of precipitation
14.03.2024 15:00,3.4,75,3,70 – 80%,
14.03.2024 18:00,12.7,48,19,0%,Trace of precipitation
14.03.2024 21:00,7.2,78,17,50%,Trace of precipitation
15.03.2024 00:00,16.8,90,17,70 – 80%,
15.03.2024 03:00,15.3,58,15,100%,
15.03.2024 06:00,22.4,77,8,0%,
15.03.2024 09:00,6.9,45,17,70 – 80%,
15.03.2024 12:00,9.3,91,1,70 – 80%,
15.03.2024 15:00,2.2,86,3,70 – 80%,
15.03.2024 18:00,7.6,54,11,70 – 80%,6.0
15.03.2024 21:00,15.8,96,6,50%,
16.03.2024 00:00,19.6,59,14,100%,
16.03.2024 03:00,2.8,48,6,100%,2.0
16.03.2024 06:00,20.7,71,16,0%,
16.03.2024 09:00,25.6,43,15,25%,
16.03.2024 12:00,16.1,89,18,50%,
16.03.2024 15:00,30.8,57,8,0%,
16.03.2024 18:00,4.3,44,13,0%,4.0
16.03.2024 21:00,-0.4,59,16,70 – 80%,
17.03.2024 00:00,-5.8,62,4,25%,
17.03.2024 03:00,27.0,50,1,25%,
17.03.2024 06:00,18.5,76,19,50%,
17.03.2024 09:00,11.4,61,15,25%,
17.03.2024 12:00,14.8,97,13,0%,2.0
17.03.2024 15:00,0.7,43,13,25%,Trace of precipitation
17.03.2024 18:00,36.5,68,0,25%,
17.03.2024 21:00,13.3,83,2,100%,
18.03.2024 00:00,13.1,73,6,0%,4.0
18.03.2024 03:00,19.3,52,14,25%,
18.03.2024 06:00,16.8,81,18,25%,
18.03.2024 09:00,14.2,48,19,70 – 80%,
18.03.2024 12:00,4.1,81,1,25%,
18.03.2024 15:00,16.7,70,18,25%,
18.03.2024 18:00,30.8,46,8,100%,0.3
18.03.2024 21:00,25.5,43,18,0%,15.0
19.03.2024 00:00,27.9,58,4,50%,
19.03.2024 03:00,6.9,81,17,0%,
19.03.2024 06:00,2.1,69,15,70 – 80%,11.0
19.03.2024 09:00,10.7,70,3,0%,
19.03.2024 12:00,12.6,74,11,25%,4.0
19.03.2024 15:00,22.9,96,6,70 – 80%,
19.03.2024 18:00,-4.9,60,13,0%,
19.03.2024 21:00,27.3,70,11,70 – 80%,
20.03.2024 00:00,10.4,58,2,50%,Trace of precipitation
20.03.2024 03:00,7.7,70,4,0%,
20.03.2024 06:00,1.9,92,16,25%,
20.03.2024 09:00,-4.5,71,9,70 – 80%,
20.03.2024 12:00,20.2,41,9,100%,3.0
20.03.2024 15:00,12.7,98,10,70 – 80%,2.0
20.03.2024 18:00,-0.9,91,16,100%,3.0
20.03.2024 21:00,-1.0,49,4,25%,6.0
21.03.2024 00:00,8.6,41,12,50%,
21.03.2024 03:00,28.7,41,9,100%,
21.03.2024 06:00,9.4,99,8,50%,
21.03.2024 09:00,-3.0,63,16,70 – 80%,
21.03.2024 12:00,9.5,56,0,25%,7.0
21.03.2024 15:00,9.3,71,3,100%,13.0
21.03.2024 18:00,-15.0,55,3,70 – 80%,
21.03.2024 21:00,11.5,55,17,0%,0.3
22.03.2024 00:00,9.7,85,8,70 – 80%,0.8
22.03.2024 03:00,19.0,78,17,50%,
22.03.2024 06:00,30.5,92,13,25%,
22.03.2024 09:00,23.3,70,14,25%,
22.03.2024 12:00,9.3,82,5,70 – 80%,
22.03.2024 15:00,0.9,63,9,0%,
22.03.2024 18:00,37.7,40,14,50%,
22.03.2024 21:00,12.6,50,3,70 – 80%,
23.03.2024 00:00,12.1,94,17,70 – 80%,2.0
23.03.2024 03:00,11.8,60,17,25%,
23.03.2024 06:00,14.0,43,16,50%,
23.03.2024 09:00,10.6,46,11,0%,0.3
23.03.2024 12:00,6.3,65,6,25%,
23.03.2024 15:00,6.5,86,15,70 – 80%,
23.03.2024 18:00,11.7,89,10,25%,Trace of precipitation
23.03.2024 21:00,6.6,51,13,25%,
24.03.2024 00:00,4.9,70,2,100%,0.3
24.03.2024 03:00,13.1,56,18,25%,
24.03.2024 06:00,9.5,72,17,25%,
24.03.2024 09:00,27.0,50,9,50%,
24.03.2024 12:00,-14.5,67,5,25%,
24.03.2024 15:00,22.9,71,12,0%,8.0
24.03.2024 18:00,24.5,40,9,70 – 80%,2.0
24.03.2024 21:00,-8.7,86,17,50%,Trace of precipitation
25.03.2024 00:00,8.6,67,19,25%,0.5
25.03.2024 03:00,8.3,92,15,0%,
25.03.2024 06:00,-2.1,81,5,70 – 80%,10.0
25.03.2024 09:00,4.2,46,12,50%,4.0
25.03.2024 12:00,0.9,41,3,0%,1.0
25.03.2024 15:00,29.5,81,13,25%,1.0
25.03.2024 18:00,21.4,63,0,100%,
25.03.2024 21:00,24.7,43,19,100%,
26.03.2024 00:00,19.2,83,4,50%,Trace of precipitation
26.03.2024 03:00,0.7,58,7,0%,
26.03.2024 06:00,6.8,65,11,70 – 80%,
26.03.2024 09:00,16.9,50,1,0%,Trace of precipitation
26.03.2024 12:00,-0.2,79,11,100%,
26.03.2024 15:00,19.1,89,4,50%,
26.03.2024 18:00,9.6,82,4,25%,
26.03.2024 21:00,8.3,50,12,0%,9.0
27.03.2024 00:00,19.1,84,8,100%,
27.03.2024 03:00,16.4,42,9,70 – 80%,0.3
27.03.2024 06:00,8.4,51,0,50%,
27.03.2024 09:00,23.6,42,2,25%,
27.03.2024 12:00,1.2,81,17,0%,
27.03.2024 15:00,18.2,66,11,70 – 80%,Trace of precipitation
27.03.2024 18:00,17.9,88,2,25%,
27.03.2024 21:00,8.9,93,8,100%,0.5
28.03.2024 00:00,15.3,41,1,100%,5.0
28.03.2024 03:00,-0.5,88,2,70 – 80%,25.0
28.03.2024 06:00,21.2,55,13,100%,3.0
28.03.2024 09:00,10.2,41,3,50%,
28.03.2024 12:00,6.8,99,18,70 – 80%,
28.03.2024 15:00,22.5,93,12,100%,2.0
28.03.2024 18:00,5.0,69,6,0%,Trace of precipitation
28.03.2024 21:00,-2.1,59,11,100%,0.5
29.03.2024 00:00,-3.6,77,2,50%,6.0
29.03.2024 03:00,18.1,67,8,25%,2.0
29.03.2024 06:00,-0.8,64,1,25%,
29.03.2024 09:00,29.5,71,8,100%,Trace of precipitation
29.03.2024 12:00,-8.8,49,11,25%,2.0
29.03.2024 15:00,29.0,99,11,100%,Trace of precipitation
29.03.2024 18:00,14.1,81,14,50%,
29.03.2024 21:00,11.0,79,1,25%,4.0
30.03.2024 00:00,6.6,72,17,0%,5.0
30.03.2024 03:00,16.0,52,12,100%,
30.03.2024 06:00,11.6,95,13,25%,Trace of precipitation
30.03.2024 09:00,23.0,80,4,50%,
30.03.2024 12:00,13.1,93,9,50%,0.5
30.03.2024 15:00,13.5,81,11,0%,
30.03.2024 18:00,8.4,86,9,50%,
30.03.2024 21:00,11.4,76,10,50%,
31.03.2024 00:00,15.1,93,1,25%,Trace of precipitation
31.03.2024 03:00,-5.1,55,4,100%,
31.03.2024 06:00,-1.5,84,6,70 – 80%,1.0
31.03.2024 09:00,19.4,61,5,50%,6.0
31.03.2024 12:00,13.7,96,2,50%,2.0
31.03.2024 15:00,10.2,59,12,70 – 80%,
31.03.2024 18:00,12.2,89,2,50%,5.0
31.03.2024 21:00,15.5,82,5,25%,5.0
01.04.2024 00:00,6.6,66,10,25%,
01.04.2024 03:00,4.2,80,16,70 – 80%,
01.04.2024 06:00,14.0,55,9,50%,
01.04.2024 09:00,2.2,73,11,50%,14.0
01.04.2024 12:00,16.1,71,16,100%,
01.04.2024 15:00,-5.0,65,3,50%,
01.04.2024 18:00,22.3,64,1,25%,0.8
01.04.2024 21:00,16.7,41,10,0%,
02.04.2024 00:00,14.6,51,6,0%,0.5
02.04.2024 03:00,21.8,79,1,0%,0.5
02.04.2024 06:00,28.7,48,17,0%,
02.04.2024 09:00,22.1,51,3,50%,0.3
02.04.2024 12:00,-6.4,65,7,50%,
02.04.2024 15:00,-0.8,48,19,100%,
02.04.2024 18:00,5.8,49,13,50%,2.0
02.04.2024 21:00,12.3,71,11,0%,
03.04.2024 00:00,17.2,96,17,70 – 80%,15.0
03.04.2024 03:00,4.7,73,10,70 – 80%,
03.04.2024 06:00,13.9,87,7,25%,
03.04.2024 09:00,4.4,59,1,25%,2.0
03.04.2024 12:00,5.9,78,14,50%,
03.04.2024 15:00,-2.1,99,8,70 – 80%,Trace of precipitation
03.04.2024 18:00,2.8,41,18,0%,
03.04.2024 21:00,-1.5,40,19,0%,0.5
04.04.2024 00:00,2.2,90,7,0%,
04.04.2024 03:00,22.5,99,18,50%,
04.04.2024 06:00,2.5,75,4,50%,
04.04.2024 09:00,38.3,63,10,100%,
04.04.2024 12:00,16.9,93,14,0%,3.0
04.04.2024 15:00,13.8,66,7,0%,
04.04.2024 18:00,3.4,41,18,50%,
04.04.2024 21:00,19.0,70,7,50%,
05.04.2024 00:00,6.2,96,18,100%,Trace of precipitation
05.04.2024 03:00,13.2,53,17,100%,0.5
05.04.2024 06:00,37.6,41,9,25%,
05.04.2024 09:00,11.0,68,6,70 – 80%,
05.04.2024 12:00,23.5,54,8,0%,
05.04.2024 15:00,5.0,51,0,0%,13.0
05.04.2024 18:00,11.7,76,18,100%,
05.04.2024 21:00,29.7,67,4,100%,
06.04.2024 00:00,5.7,59,18,25%,5.0
06.04.2024 03:00,30.1,78,0,70 – 80%,0.3
06.04.2024 06:00,19.1,63,14,25%,
06.04.2024 09:00,6.4,60,15,70 – 80%,0.8
06.04.2024 12:00,18.3,49,6,0%,
06.04.2024 15:00,21.7,85,11,25%,0.5
06.04.2024 18:00,18.2,53,7,100%,
06.04.2024 21:00,-3.7,76,4,25%,
07.04.2024 00:00,4.7,57,9,25%,22.0
07.04.2024 03:00,9.5,63,4,0%,
07.04.2024 06:00,11.3,53,16,100%,
07.04.2024 09:00,18.2,73,4,100%,
07.04.2024 12:00,13.8,97,14,50%,7.0
07.04.2024 15:00,-1.4,51,12,50%,
07.04.2024 18:00,15.8,61,0,50%,Trace of precipitation
07.04.2024 21:00,18.1,95,10,0%,
08.04.2024 00:00,17.6,45,0,25%,
08.04.2024 03:00,22.8,75,10,100%,
08.04.2024 06:00,20.3,84,17,100%,
08.04.2024 09:00,16.6,75,17,25%,0.8
08.04.2024 12:00,11.3,61,15,100%,Trace of precipitation
08.04.2024 15:00,-4.6,53,12,25%,
08.04.2024 18:00,16.3,55,6,0%,
08.04.2024 21:00,14.1,75,0,0%,2.0
09.04.2024 00:00,14.7,95,15,0%,0.8
09.04.2024 03:00,-0.8,64,0,25%,2.0
09.04.2024 06:00,1.2,71,16,25%,3.0
09.04.2024 09:00,22.5,72,5,70 – 80%,
09.04.2024 12:00,11.6,84,1,100%,Trace of precipitation
09.04.2024 15:00,18.8,75,16,100%,
09.04.2024 18:00,12.3,59,5,70 – 80%,
09.04.2024 21:00,12.3,57,13,70 – 80%,Trace of precipitation
10.04.2024 00:00,21.4,77,17,0%,0.8
10.04.2024 03:00,6.8,42,5,70 – 80%,0.3
10.04.2024 06:00,13.0,62,9,25%,
10.04.2024 09:00,7.4,71,17,50%,
10.04.2024 12:00,7.7,84,8,25%,
10.04.2024 15:00,8.9,98,7,70 – 80%,22.0
10.04.2024 18:00,14.2,55,9,100%,
10.04.2024 21:00,7.2,98,16,25%,7.0
11.04.2024 00:00,24.6,44,5,100%,
11.04.2024 03:00,3.1,43,13,25%,0.3
11.04.2024 06:00,10.1,60,5,100%,1.0
11.04.2024 09:00,7.6,79,6,25%,
11.04.2024 12:00,26.5,90,11,100%,
11.04.2024 15:00,14.0,53,2,50%,0.3
11.04.2024 18:00,22.3,78,13,0%,
11.04.2024 21:00,-2.9,70,18,25%,0.5
12.04.2024 00:00,14.7,53,15,50%,0.5
12.04.2024 03:00,20.9,45,6,0%,
12.04.2024 06:00,12.8,51,7,25%,2.0
12.04.2024 09:00,22.7,55,17,50%,
12.04.2024 12:00,6.8,56,12,50%,4.0
12.04.2024 15:00,26.1,84,8,50%,
12.04.2024 18:00,35.0,62,9,70 – 80%,5.0
12.04.2024 21:00,8.4,53,8,100%,
13.04.2024 00:00,7.5,46,14,0%,
13.04.2024 03:00,26.5,85,19,100%,
13.04.2024 06:00,27.8,71,1,100%,12.0
13.04.2024 09:00,6.8,54,12,100%,
13.04.2024 12:00,7.8,83,1,50%,1.0
13.04.2024 15:00,9.2,56,18,100%,
13.04.2024 18:00,-1.4,80,1,70 – 80%,0.8
13.04.2024 21:00,2.8,93,2,25%,Trace of precipitation
14.04.2024 00:00,2.0,86,5,50%,
14.04.2024 03:00,4.3,83,2,0%,
14.04.2024 06:00,11.7,73,9,25%,
14.04.2024 09:00,14.3,44,5,25%,
14.04.2024 12:00,27.5,84,15,25%,
14.04.2024 15:00,2.0,66,16,100%,Trace of precipitation
14.04.2024 18:00,21.8,91,18,100%,
14.04.2024 21:00,9.9,62,2,50%,0.8
15.04.2024 00:00,11.5,79,17,100%,7.0
15.04.2024 03:00,18.7,98,6,100%,
15.04.2024 06:00,0.8,53,8,100%,4.0
15.04.2024 09:00,15.8,54,19,50%,
15.04.2024 12:00,13.7,82,11,50%,0.8
15.04.2024 15:00,16.9,72,4,70 – 80%,
15.04.2024 18:00,14.9,92,2,70 – 80%,Trace of precipitation
15.04.2024 21:00,36.6,70,10,70 – 80%,8.0
16.04.2024 00:00,5.6,74,3,70 – 80%,
16.04.2024 03:00,6.7,56,4,25%,4.0
16.04.2024 06:00,5.8,67,0,25%,
16.04.2024 09:00,6.4,58,17,70 – 80%,
16.04.2024 12:00,5.6,85,11,70 – 80%,0.8
16.04.2024 15:00,23.9,93,12,0%,
16.04.2024 18:00,26.2,62,8,25%,0.5
16.04.2024 21:00,6.3,71,1,0%,
17.04.2024 00:00,3.7,79,4,0%,Trace of precipitation
17.04.2024 03:00,16.7,52,12,100%,
17.04.2024 06:00,6.5,98,15,50%,
17.04.2024 09:00,18.3,59,15,25%,
17.04.2024 12:00,14.0,74,2,70 – 80%,
17.04.2024 15:00,-3.2,44,3,70 – 80%,
17.04.2024 18:00,27.5,48,10,50%,
17.04.2024 21:00,30.0,68,13,25%,
18.04.2024 00:00,5.9,45,2,70 – 80%,
18.04.2024 03:00,8.1,64,15,70 – 80%,
18.04.2024 06:00,14.9,70,14,100%,
18.04.2024 09:00,15.3,61,9,0%,
18.04.2024 12:00,18.6,41,8,70 – 80%,Trace of precipitation
18.04.2024 15:00,32.1,84,10,25%,
18.04.2024 18:00,10.2,44,15,50%,
18.04.2024 21:00,4.0,99,9,100%,
19.04.2024 00:00,-1.8,66,16,25%,0.8
19.04.2024 03:00,4.7,64,18,100%,
19.04.2024 06:00,11.7,47,1,0%,Trace of precipitation
19.04.2024 09:00,29.9,94,1,70 – 80%,
19.04.2024 12:00,6.8,40,5,25%,
19.04.2024 15:00,14.2,59,18,50%,3.0
19.04.2024 18:00,11.8,83,7,0%,
19.04.2024 21:00,23.9,62,2,0%,
20.04.2024 00:00,37.3,71,13,100%,5.0
20.04.2024 03:00,6.7,50,15,0%,16.0
20.04.2024 06:00,7.1,78,0,25%,1.0
20.04.2024 09:00,22.4,86,2,100%,Trace of precipitation
20.04.2024 12:00,18.8,93,17,0%,Trace of precipitation
20.04.2024 15:00,30.5,63,8,50%,0.3
20.04.2024 18:00,17.8,50,5,25%,
20.04.2024 21:00,8.4,68,0,50%,1.0
21.04.2024 00:00,17.9,93,9,50%,0.3
21.04.2024 03:00,23.1,65,5,100%,
21.04.2024 06:00,20.2,55,11,70 – 80%,
21.04.2024 09:00,17.1,74,3,100%,
21.04.2024 12:00,22.7,59,12,25%,7.0
21.04.2024 15:00,23.7,85,16,25%,
21.04.2024 18:00,25.8,42,7,100%,0.8
21.04.2024 21:00,18.5,40,19,70 – 80%,
22.04.2024 00:00,10.3,97,2,100%,6.0
22.04.2024 03:00,13.5,92,11,25%,
22.04.2024 06:00,24.1,86,6,70 – 80%,16.0
22.04.2024 09:00,3.8,40,11,25%,2.0
22.04.2024 12:00,15.7,56,1,70 – 80%,68.0
22.04.2024 15:00,8.1,41,13,70 – 80%,1.0
22.04.2024 18:00,12.3,68,4,100%,0.5
22.04.2024 21:00,24.8,59,8,100%,
23.04.2024 00:00,13.9,45,10,100%,
23.04.2024 03:00,12.5,47,4,70 – 80%,8.0
23.04.2024 06:00,-1.6,68,2,70 – 80%,
23.04.2024 09:00,19.5,87,16,25%,
23.04.2024 12:00,18.5,90,1,50%,
23.04.2024 15:00,33.6,72,0,100%,
23.04.2024 18:00,8.9,42,6,25%,
23.04.2024 21:00,14.2,99,13,25%,Trace of precipitation
24.04.2024 00:00,14.5,74,4,0%,
24.04.2024 03:00,27.8,44,18,100%,
24.04.2024 06:00,11.0,66,10,25%,
24.04.2024 09:00,14.8,83,1,0%,8.0
24.04.2024 12:00,18.1,51,7,100%,Trace of precipitation
24.04.2024 15:00,13.9,59,8,70 – 80%,Trace of precipitation
24.04.2024 18:00,7.5,84,2,0%,
24.04.2024 21:00,13.9,59,1,70 – 80%,0.3
25.04.2024 00:00,22.7,48,6,50%,Trace of precipitation
25.04.2024 03:00,1.7,78,4,50%,3.0
25.04.2024 06:00,13.3,43,4,50%,0.5
25.04.2024 09:00,5.0,90,19,50%,
25.04.2024 12:00,24.0,93,12,25%,
25.04.2024 15:00,-3.2,58,19,50%,
25.04.2024 18:00,6.4,77,5,25%,
25.04.2024 21:00,15.8,66,19,25%,7.0
26.04.2024 00:00,27.7,84,17,100%,2.0
26.04.2024 03:00,11.3,82,1,25%,9.0
26.04.2024 06:00,6.4,52,5,25%,
26.04.2024 09:00,30.8,52,8,50%,
26.04.2024 12:00,-2.5,99,2,25%,
26.04.2024 15:00,-10.0,96,0,70 – 80%,
26.04.2024 18:00,16.4,61,0,50%,
26.04.2024 21:00,7.0,67,18,0%,0.3
27.04.2024 00:00,1.8,91,4,50%,
27.04.2024 03:00,19.1,86,12,25%,0.5
27.04.2024 06:00,14.4,92,18,70 – 80%,
27.04.2024 09:00,6.4,84,11,50%,Trace of precipitation
27.04.2024 12:00,-0.8,61,15,70 – 80%,
27.04.2024 15:00,20.7,82,18,0%,
27.04.2024 18:00,18.5,58,2,0%,10.0
27.04.2024 21:00,11.0,47,11,100%,0.5
28.04.2024 00:00,30.5,91,4,100%,
28.04.2024 03:00,1.3,47,1,50%,
28.04.2024 06:00,-3.3,81,6,100%,
28.04.2024 09:00,5.1,65,12,70 – 80%,0.3
28.04.2024 12:00,11.5,87,14,100%,0.3
28.04.2024 15:00,14.4,90,2,70 – 80%,
28.04.2024 18:00,9.6,65,19,100%,
28.04.2024 21:00,15.5,62,4,100%,3.0
29.04.2024 00:00,-0.5,82,7,100%,
29.04.2024 03:00,26.4,52,0,25%,9.0
29.04.2024 06:00,11.2,67,7,25%,
29.04.2024 09:00,23.2,48,17,100%,
29.04.2024 12:00,15.4,59,19,70 – 80%,
29.04.2024 15:00,16.6,95,15,50%,
29.04.2024 18:00,17.7,58,17,0%,
29.04.2024 21:00,16.5,87,19,25%,6.0
30.04.2024 00:00,18.4,78,11,100%,Trace of precipitation
30.04.2024 03:00,25.3,90,12,0%,Trace of precipitation
30.04.2024 06:00,14.0,51,12,25%,Trace of precipitation
30.04.2024 09:00,19.1,54,9,50%,
30.04.2024 12:00,11.1,70,6,70 – 80%,
30.04.2024 15:00,26.4,94,13,100%,0.3
30.04.2024 18:00,5.2,53,15,50%,
30.04.2024 21:00,30.0,50,14,25%,
01.05.2024 00:00,11.6,65,11,100%,
01.05.2024 03:00,-2.3,81,8,0%,
01.05.2024 06:00,13.3,66,7,70 – 80%,
01.05.2024 09:00,5.2,50,17,25%,11.0
01.05.2024 12:00,20.4,77,17,70 – 80%,9.0
01.05.2024 15:00,5.5,73,12,100%,0.3
01.05.2024 18:00,7.5,82,17,50%,6.0
01.05.2024 21:00,-6.9,58,14,70 – 80%,Trace of precipitation
02.05.2024 00:00,7.5,45,3,0%,
02.05.2024 03:00,-12.2,85,16,25%,
02.05.2024 06:00,-3.8,91,4,0%,9.0
02.05.2024 09:00,19.6,77,15,70 – 80%,
02.05.2024 12:00,19.9,88,8,50%,
02.05.2024 15:00,16.3,81,9,50%,
02.05.2024 18:00,2.3,67,17,0%,
02.05.2024 21:00,11.5,40,16,100%,
03.05.2024 00:00,12.0,74,17,100%,
03.05.2024 03:00,0.4,79,6,50%,
03.05.2024 06:00,27.0,47,3,0%,2.0
03.05.2024 09:00,20.8,98,4,0%,
03.05.2024 12:00,9.8,91,15,0%,2.0
03.05.2024 15:00,12.3,93,2,70 – 80%,
03.05.2024 18:00,14.1,86,17,100%,
03.05.2024 21:00,-8.4,95,13,100%,
04.05.2024 00:00,9.5,46,14,70 – 80%,
04.05.2024 03:00,5.2,50,16,25%,2.0
04.05.2024 06:00,2.0,78,0,70 – 80%,0.3
04.05.2024 09:00,9.2,43,16,0%,Trace of precipitation
04.05.2024 12:00,30.0,64,10,70 – 80%,0.8
04.05.2024 15:00,18.4,51,16,0%,
04.05.2024 18:00,6.3,65,13,50%,
04.05.2024 21:00,17.7,77,19,0%,
05.05.2024 00:00,26.0,85,18,100%,
05.05.2024 03:00,21.2,51,6,70 – 80%,
05.05.2024 06:00,12.6,82,12,0%,
05.05.2024 09:00,5.5,90,17,25%,
05.05.2024 12:00,19.0,92,13,50%,
05.05.2024 15:00,15.9,76,0,25%,
05.05.2024 18:00,21.0,85,6,25%,0.5
05.05.2024 21:00,18.4,92,7,25%,0.8
06.05.2024 00:00,22.5,63,17,50%,2.0
06.05.2024 03:00,6.6,55,8,50%,6.0
06.05.2024 06:00,25.2,96,0,50%,
06.05.2024 09:00,14.0,52,16,50%,
06.05.2024 12:00,32.8,64,18,25%,
06.05.2024 15:00,5.1,93,5,100%,Trace of precipitation
06.05.2024 18:00,29.4,93,2,100%,Trace of precipitation
06.05.2024 21:00,14.0,96,4,50%,
07.05.2024 00:00,5.5,91,1,70 – 80%,
07.05.2024 03:00,7.2,93,19,0%,Trace of precipitation
07.05.2024 06:00,8.8,43,3,70 – 80%,
07.05.2024 09:00,16.2,50,9,70 – 80%,7.0
07.05.2024 12:00,17.2,71,9,70 – 80%,
07.05.2024 15:00,6.3,88,10,100%,
07.05.2024 18:00,11.8,46,15,0%,8.0
07.05.2024 21:00,33.4,85,16,70 – 80%,1.0
08.05.2024 00:00,29.3,97,15,50%,15.0
08.05.2024 03:00,16.4,50,6,100%,
08.05.2024 06:00,12.4,67,15,50%,
08.05.2024 09:00,13.2,93,2,50%,1.0
08.05.2024 12:00,18.1,80,15,70 – 80%,
08.05.2024 15:00,1.8,62,7,50%,
08.05.2024 18:00,9.4,84,11,0%,1.0
08.05.2024 21:00,-4.7,62,2,50%,
09.05.2024 00:00,16.0,89,16,70 – 80%,
09.05.2024 03:00,18.5,67,17,50%,24.0
09.05.2024 06:00,7.2,82,10,100%,3.0
09.05.2024 09:00,27.7,86,3,100%,
09.05.2024 12:00,-0.3,96,15,100%,
09.05.2024 15:00,-2.6,65,16,25%,0.8
09.05.2024 18:00,14.2,64,8,100%,4.0
09.05.2024 21:00,22.5,93,5,100%,1.0
10.05.2024 00:00,28.8,68,19,25%,
10.05.2024 03:00,7.4,58,1,100%,
10.05.2024 06:00,22.8,72,8,70 – 80%,3.0
10.05.2024 09:00,11.6,75,5,100%,Trace of precipitation
10.05.2024 12:00,10.3,53,2,100%,4.0
10.05.2024 15:00,20.8,53,19,25%,
10.05.2024 18:00,18.5,74,5,70 – 80%,
10.05.2024 21:00,-3.8,69,6,50%,
11.05.2024 00:00,26.8,67,0,0%,Trace of precipitation
11.05.2024 03:00,25.8,56,0,70 – 80%,7.0
11.05.2024 06:00,5.7,42,4,50%,
11.05.2024 09:00,16.0,55,5,70 – 80%,
11.05.2024 12:00,16.9,85,12,50%,
11.05.2024 15:00,14.6,69,1,50%,
11.05.2024 18:00,6.5,91,14,70 – 80%,Trace of precipitation
11.05.2024 21:00,5.3,68,14,25%,Trace of precipitation
12.05.2024 00:00,11.7,84,12,70 – 80%,
12.05.2024 03:00,23.7,54,13,70 – 80%,
12.05.2024 06:00,17.4,85,6,50%,Trace of precipitation
12.05.2024 09:00,8.3,95,13,0%,
12.05.2024 12:00,19.7,64,9,50%,
12.05.2024 15:00,-16.5,90,16,100%,5.0
12.05.2024 18:00,23.5,77,13,70 – 80%,5.0
12.05.2024 21:00,-5.4,81,7,70 – 80%,Trace of precipitation
13.05.2024 00:00,8.4,98,3,25%,
13.05.2024 03:00,0.8,86,15,50%,
13.05.2024 06:00,-0.9,92,12,25%,
13.05.2024 09:00,23.6,93,19,70 – 80%,
13.05.2024 12:00,7.3,91,17,50%,21.0
13.05.2024 15:00,15.5,97,13,50%,
13.05.2024 18:00,11.5,77,17,100%,7.0
13.05.2024 21:00,16.8,62,4,100%,
14.05.2024 00:00,12.8,64,8,0%,
14.05.2024 03:00,-0.8,81,2,100%,5.0
14.05.2024 06:00,22.0,46,7,50%,
14.05.2024 09:00,7.1,61,19,100%,
14.05.2024 12:00,-3.6,56,9,0%,
14.05.2024 15:00,7.7,57,18,70 – 80%,
14.05.2024 18:00,27.0,88,2,100%,
14.05.2024 21:00,20.5,80,10,50%,
15.05.2024 00:00,8.5,49,10,70 – 80%,0.8
15.05.2024 03:00,8.5,49,16,50%,10.0
15.05.2024 06:00,8.8,96,15,70 – 80%,
15.05.2024 09:00,32.8,46,6,50%,
15.05.2024 12:00,15.8,87,3,100%,0.3
15.05.2024 15:00,16.3,89,18,100%,
15.05.2024 18:00,22.3,77,11,0%,4.0
15.05.2024 21:00,14.4,66,14,70 – 80%,Trace of precipitation
16.05.2024 00:00,9.4,91,10,0%,
16.05.2024 03:00,10.0,72,4,25%,1.0
16.05.2024 06:00,11.3,40,4,100%,Trace of precipitation
16.05.2024 09:00,11.6,83,14,70 – 80%,3.0
16.05.2024 12:00,19.3,92,17,0%,
16.05.2024 15:00,12.5,99,10,0%,
